Kabupaten/Kota,Tahun,ROKOK DAN TEMBAKAU,Rokok kretek filter,Rokok kretek tanpa filter,Rokok putih,Tembakau,Rokok dan tembakau Lainnya
Kota Langsa,2022,21513.62,19438.54,1710.08,300.03,10.76,54.21
Kota Lhokseumawe,2022,11338.14,8761.37,1360.55,1167.71,5.2,43.31
Kota Subulussalam,2022,23185.08,19775.3,3282.73,0.0,101.17,25.89
Nias,2022,8252.3,5558.71,2495.76,4.47,46.47,146.89
Mandailing Natal,2022,26332.59,18850.44,4407.5,2936.26,138.39,0.0
Tapanuli Selatan,2022,19581.82,13620.11,4364.53,1512.94,34.43,49.82
Tapanuli Tengah,2022,24409.51,19906.37,3682.84,765.85,43.14,11.32
Tapanuli Utara,2022,20960.86,14788.42,4514.22,1556.54,84.41,17.26
Toba Samosir,2022,22837.31,17121.1,3113.24,2502.59,97.46,2.92
Labuhan Batu,2022,19845.17,15827.93,2775.93,1048.85,31.67,160.8
Asahan,2022,23022.3,19090.18,2672.35,1212.21,44.83,2.74
Simalungun,2022,25407.78,21675.29,2702.3,535.63,181.93,312.63
Dairi,2022,23324.9,15822.46,4138.84,1680.08,704.15,979.37
Karo,2022,29894.13,21226.68,2560.18,2481.63,1700.41,1925.24
Deli Serdang,2022,15593.69,13205.02,1322.25,911.7,85.85,68.87
Langkat,2022,19212.44,16797.89,1222.84,968.45,60.24,163.03
Nias Selatan,2022,6910.61,3603.0,1713.46,425.11,55.39,1113.65
Humbang Hasundutan,2022,22231.94,16002.29,4689.86,1413.31,96.5,29.99
Pakpak Bharat,2022,24283.52,18663.4,5451.2,0.0,110.32,58.61
Samosir,2022,26009.26,18873.59,5899.57,300.44,86.92,848.74
Serdang Bedagai,2022,20461.29,17356.93,2440.28,649.84,14.24,0.0
Batu Bara,2022,23228.71,20913.94,1926.08,340.81,19.73,28.15
Padang Lawas Utara,2022,28321.48,20596.55,4591.66,2970.26,132.65,30.36
Padang Lawas,2022,24974.64,20782.64,2606.18,1513.46,72.36,0.0
Labuhan Batu Selatan,2022,26243.65,23140.02,2325.41,696.59,64.29,17.35
Labuhan Batu Utara,2022,25257.97,22928.97,1799.48,464.98,64.54,0.0
Nias Utara,2022,10751.84,7878.72,2326.76,43.37,39.03,463.96
Nias Barat,2022,6668.44,4516.1,1692.94,221.13,0.0,238.27
Kota Sibolga,2022,22885.38,17914.2,4185.24,574.51,0.0,211.42
Kota Tanjung Balai,2022,21889.93,20037.07,1246.72,508.47,63.84,33.83
Kota Pematang Siantar,2022,18039.35,15013.35,1750.41,1201.4,22.82,51.36
Kota Tebing Tinggi,2022,13702.26,12742.79,526.5,432.96,0.0,0.0
Kota Medan,2022,15067.55,11820.21,1306.29,1829.23,18.84,92.97
Kota Binjai,2022,13648.47,12113.2,483.76,1051.51,0.0,0.0
Kota Padangsidimpuan,2022,23360.04,21707.36,1201.76,425.95,15.78,9.19
Kota Gunungsitoli,2022,7719.19,6027.77,1397.47,18.94,4.06,270.95
Kepulauan Mentawai,2022,21402.34,19990.72,676.91,12.21,722.49,0.0
Pesisir Selatan,2022,23699.07,21158.82,1554.95,953.99,19.92,11.38
Solok,2022,28790.88,26560.68,1062.58,1016.61,147.63,3.37
Sijunjung,2022,24375.54,21130.25,1543.43,1475.82,216.37,9.68
Tanah Datar,2022,24060.45,22215.59,826.39,908.32,52.58,57.58
Padang Pariaman,2022,21668.67,20305.23,897.02,460.7,3.58,2.15
Agam,2022,22519.44,20876.21,812.17,792.52,23.24,15.3
Lima Puluh Kota,2022,23973.0,21687.66,1247.63,848.12,143.47,46.12
Pasaman,2022,20882.18,18714.99,1509.37,495.27,140.58,21.97
Solok Selatan,2022,30617.09,29307.38,965.25,292.39,35.72,16.35
Dharmasraya,2022,28587.43,24747.22,1340.91,2418.49,50.98,29.83
Pasaman Barat,2022,32307.28,27257.91,2879.85,2145.76,13.66,10.09
Kota Padang,2022,21513.77,18965.35,1626.05,880.38,24.26,17.72
Kota Solok,2022,26112.91,24173.93,1310.19,628.78,0.0,0.0
Kota Sawah Lunto,2022,23859.1,18917.3,2403.6,2386.3,134.41,17.48
Kota Padang Panjang,2022,17840.93,13686.19,2213.51,1941.23,0.0,0.0
Kota Bukittinggi,2022,19596.23,15524.19,2725.6,1241.47,0.0,104.97
Kota Payakumbuh,2022,22640.73,18004.3,1556.35,3045.65,26.97,7.45
Kota Pariaman,2022,21147.34,18179.02,1582.03,1362.11,0.0,24.18
Kuantan Singingi,2022,22242.92,19937.76,1256.3,997.77,35.06,16.03
Indragiri Hulu,2022,21923.93,16505.75,2135.21,3153.23,98.11,31.63
Indragiri Hilir,2022,19169.43,16744.1,766.59,1551.62,69.72,37.41
Pelalawan,2022,21864.5,15333.7,604.26,5469.44,0.0,457.1
Siak,2022,22045.67,17087.57,2086.66,2868.34,3.1,0.0
Kampar,2022,26329.23,23256.31,891.43,2123.55,57.94,0.0
Rokan Hulu,2022,26623.12,24010.54,721.14,1801.84,89.61,0.0
Bengkalis,2022,21249.14,18409.6,1626.72,1041.46,33.82,137.54
Rokan Hilir,2022,24027.29,20904.88,1387.04,1627.32,44.94,63.11
Kepulauan Meranti,2022,19985.72,14787.07,2623.3,2397.08,47.61,130.66
Kota Pekanbaru,2022,20186.43,17595.62,550.42,1841.29,45.84,153.27
Kota Dumai,2022,27352.17,23313.1,893.78,3051.1,94.19,0.0
Kerinci,2022,27467.7,23178.98,1833.15,2257.26,134.16,64.15
Merangin,2022,23908.58,21817.78,1057.27,1032.14,0.56,0.84
Sarolangun,2022,24824.7,21146.73,2037.8,1553.98,86.19,0.0
Batang Hari,2022,20412.72,18849.11,447.11,1104.31,12.19,0.0
Muaro Jambi,2022,23332.24,18854.92,2629.93,1819.9,13.94,13.55
Tanjung Jabung Timur,2022,25992.3,24270.38,1341.55,377.97,2.41,0.0
Tanjung Jabung Barat,2022,20453.39,17098.89,1103.52,2224.11,26.87,0.0
Tebo,2022,18379.39,15150.46,1795.34,1320.45,83.5,29.65
Bungo,2022,26162.56,23518.59,669.56,1960.38,10.84,3.2
Kota Jambi,2022,17632.58,16009.98,1037.7,392.58,141.7,50.62
Kota Sungai Penuh,2022,27377.53,23246.94,503.74,3624.4,1.63,0.81
Ogan Komering Ulu,2022,18832.24,14143.73,4242.86,297.96,103.5,44.19
Ogan Komering Ilir,2022,22142.03,17031.49,3351.0,1510.99,240.24,8.31
Muara Enim,2022,18587.07,14325.2,3818.75,352.13,43.85,47.14
Lahat,2022,24524.75,15632.37,7702.68,1074.57,44.06,71.07
Musi Rawas,2022,18626.45,11089.19,6872.04,475.93,164.2,25.08
Musi Banyuasin,2022,21932.41,18578.26,2715.78,555.37,75.34,7.65
Banyu Asin,2022,20946.01,17799.13,2607.35,429.64,87.66,22.24
Ogan Komering Ulu Selatan,2022,20631.45,12953.63,7311.98,19.93,231.95,113.95
Ogan Komering Ulu Timur,2022,17179.11,12323.13,2440.72,2010.39,351.32,53.55
Ogan Ilir,2022,20990.88,17419.25,3445.23,80.07,46.33,0.0
Empat Lawang,2022,19481.01,11470.16,7684.79,16.1,248.68,61.29
Penukal Abab Lematang Ilir,2022,17390.11,12830.81,4206.5,352.81,0.0,0.0
Musi Rawas Utara,2022,18654.18,13900.21,4626.72,114.9,10.27,2.07
Kota Palembang,2022,16295.5,14718.76,703.15,848.47,0.0,25.12
Kota Prabumulih,2022,13514.08,11344.98,1928.86,156.48,31.11,52.64
Kota Pagar Alam,2022,18763.1,9562.93,9039.33,160.84,0.0,0.0
Kota Lubuklinggau,2022,14656.93,10582.68,3623.42,403.34,1.25,46.24
Bengkulu Selatan,2022,21193.7,12742.55,7955.9,459.34,23.13,12.77
Rejang Lebong,2022,18396.83,10178.38,7688.47,456.28,39.81,33.9
Bengkulu Utara,2022,22161.43,17891.79,3598.07,600.58,64.81,6.18
Kaur,2022,25522.39,19344.75,5840.85,184.12,101.03,51.65
Seluma,2022,26043.84,18316.58,6692.83,1000.6,33.83,0.0
Mukomuko,2022,29988.39,23301.39,3416.81,3132.97,103.7,33.52
Lebong,2022,25792.32,22746.42,2907.99,0.0,106.04,31.88
Kepahiang,2022,19420.08,10247.2,8581.58,495.17,52.62,43.52
Bengkulu Tengah,2022,21705.62,16069.42,4611.26,844.56,54.13,126.25
Kota Bengkulu,2022,22795.36,19431.77,1606.11,1711.57,25.43,20.48
Lampung Barat,2022,20188.05,11398.98,8121.43,9.15,237.12,421.37
Tanggamus,2022,19946.78,10526.08,8664.31,154.69,453.5,148.19
Lampung Selatan,2022,22619.53,13533.6,5923.98,2823.95,187.2,150.81
Lampung Timur,2022,20383.24,15678.74,3796.38,604.24,241.88,62.01
Lampung Tengah,2022,18761.86,12176.59,3973.93,1900.77,499.17,211.41
Lampung Utara,2022,19869.61,14423.59,5107.43,277.15,58.97,2.47
Way Kanan,2022,21192.16,14801.44,5358.45,402.45,444.57,185.26
Tulangbawang,2022,21880.8,19081.4,2065.33,478.96,209.83,45.28
Pesawaran,2022,20465.69,12434.58,7134.16,531.32,187.03,178.6
Pringsewu,2022,18443.55,12078.56,4930.92,1020.83,270.36,142.88
Mesuji,2022,24255.05,20727.31,2059.43,1054.97,288.53,124.81
Tulang Bawang Barat,2022,21414.27,18078.65,2508.93,588.94,151.19,86.56
Pesisir Barat,2022,24325.08,18097.05,6045.75,49.86,111.49,20.94
Kota Bandar Lampung,2022,26234.34,23404.24,1491.9,1292.73,26.22,19.26
Kota Metro,2022,20149.67,16692.16,2850.49,500.85,34.53,71.64
Bangka,2022,26736.75,22765.86,1353.05,2552.79,51.53,13.52
Belitung,2022,26508.97,25862.83,492.74,103.79,49.61,0.0
Bangka Barat,2022,30371.43,28409.41,1497.78,434.25,30.0,0.0
Bangka Tengah,2022,34053.09,30759.38,2775.02,512.73,5.96,0.0
Bangka Selatan,2022,29493.66,25875.29,1006.34,2584.44,27.59,0.0
Belitung Timur,2022,37826.99,33562.17,1473.57,2776.24,15.01,0.0
Kota Pangkal Pinang,2022,20796.7,19679.42,239.65,625.6,7.36,244.66
Karimun,2022,15397.66,13973.02,630.09,472.95,81.72,239.88
Bintan,2022,16641.89,13794.93,615.05,2164.08,67.84,0.0
Natuna,2022,18636.93,16969.27,774.39,643.83,0.0,249.43
Lingga,2022,19639.66,17130.28,2163.86,210.7,17.69,117.12
Kepulauan Anambas,2022,26018.77,23458.13,1434.39,1068.27,57.98,0.0
Kota Batam,2022,17255.51,14447.91,760.94,1820.07,27.9,198.69
Kota Tanjung Pinang,2022,13392.59,10745.16,303.45,2124.5,7.0,212.49
Kep. Seribu,2022,23866.11,21262.22,1688.0,762.92,5.76,147.21
Jakarta Selatan,2022,16670.89,13581.41,894.26,2107.37,40.89,46.96
Jakarta Timur,2022,13603.56,10922.75,895.84,1460.57,2.56,321.85
Jakarta Pusat,2022,15089.8,12974.92,701.64,1343.93,0.0,69.31
Jakarta Barat,2022,16635.12,14274.21,1350.27,990.08,15.14,5.43
Jakarta Utara,2022,18476.3,15798.11,688.78,1795.89,0.0,193.52
Bogor,2022,23353.36,17558.21,3284.65,2396.56,6.47,107.47
Sukabumi,2022,24338.88,14089.19,9543.18,649.47,49.35,7.69
Cianjur,2022,21376.38,13170.6,7581.68,271.86,323.59,28.65
Bandung,2022,18753.79,12793.81,5222.85,633.05,85.75,18.33
Garut,2022,20914.05,11442.83,8004.31,1141.75,309.81,15.35
Tasikmalaya,2022,19496.86,9265.68,8045.18,1900.94,252.34,32.72
Ciamis,2022,24834.05,14366.74,8725.94,1601.12,110.34,29.91
Kuningan,2022,21518.97,16643.65,4243.0,517.96,84.78,29.58
Cirebon,2022,20104.94,17169.38,2585.11,314.11,14.65,21.69
Majalengka,2022,21985.02,17540.67,2971.32,1397.26,40.16,35.61
Sumedang,2022,23483.18,14168.88,8236.71,629.4,297.01,151.17
Indramayu,2022,26615.4,21098.37,5366.86,129.41,3.88,16.88
Subang,2022,24779.09,19641.11,4627.86,370.28,40.35,99.49
Purwakarta,2022,28439.17,19193.06,6386.98,2749.05,36.29,73.8
Karawang,2022,22558.62,18832.77,3246.16,448.48,31.21,0.0
Bekasi,2022,19668.34,17004.76,1655.87,948.11,41.84,17.76
Bandung Barat,2022,23802.33,14928.9,7881.19,777.72,111.81,102.71
Pangandaran,2022,27300.29,15081.28,9884.5,1974.29,287.46,72.76
Kota Bogor,2022,19255.8,15028.64,1395.21,2730.8,4.2,96.95
Kota Sukabumi,2022,19514.61,12806.21,3744.54,2924.63,12.77,26.46
Kota Bandung,2022,19908.41,16554.11,2078.61,1064.54,21.26,189.89
Kota Cirebon,2022,15859.5,14420.84,1128.15,304.38,6.14,0.0
Kota Bekasi,2022,17258.17,15084.89,688.55,1455.14,17.79,11.81
Kota Depok,2022,20210.65,15157.01,1786.62,2718.74,40.51,507.77
Kota Cimahi,2022,18367.75,13935.7,2608.38,1513.01,21.11,289.54
Kota Tasikmalaya,2022,17706.2,11813.79,4451.98,1399.78,32.24,8.4
Kota Banjar,2022,21813.79,14899.83,5425.91,1329.75,76.83,81.47
Cilacap,2022,17511.26,12341.86,3789.05,742.82,344.76,292.77
Banyumas,2022,16959.28,10716.9,3986.45,1616.27,324.25,315.4
Purbalingga,2022,16858.85,11715.97,3908.32,595.31,550.22,89.04
Banjarnegara,2022,18808.68,11029.07,4806.06,838.31,1535.1,600.14
Kebumen,2022,15337.2,10471.7,3172.5,360.42,847.72,484.86
Purworejo,2022,12569.0,7602.38,3204.69,1392.47,236.52,132.94
Wonosobo,2022,17747.78,12832.96,1654.71,234.37,1773.92,1251.83
Magelang,2022,14322.0,10310.9,2106.56,597.54,922.8,384.2
Boyolali,2022,17707.99,14303.05,1310.8,1509.68,388.43,196.03
Klaten,2022,13458.49,11886.7,866.56,653.04,47.16,5.03
Sukoharjo,2022,12156.07,10934.41,757.81,398.65,29.23,35.97
Wonogiri,2022,14661.91,10965.53,2937.55,570.79,129.29,58.76
Karanganyar,2022,13987.66,12372.31,1118.53,418.19,59.6,19.04
Sragen,2022,18456.73,16459.55,1570.02,320.54,65.97,40.66
Grobogan,2022,18539.28,17224.57,899.2,178.6,222.54,14.37
Blora,2022,18636.59,16823.63,1116.97,96.07,208.08,391.85
Rembang,2022,22954.57,20929.39,501.12,1273.33,226.95,23.77
Pati,2022,20094.16,19754.9,205.55,16.03,28.32,89.36
Kudus,2022,15905.81,15299.03,459.15,132.27,3.14,12.21
Jepara,2022,20325.73,17068.24,1977.65,1242.55,19.33,17.96
Demak,2022,23611.67,22234.1,1281.25,5.41,14.72,76.19
Semarang,2022,16182.05,13604.0,1243.4,397.18,643.71,293.76
Temanggung,2022,11419.79,5284.69,497.61,172.1,3561.51,1903.88
Kendal,2022,15206.34,13179.16,690.06,221.42,748.08,367.62
Batang,2022,17465.3,15538.89,1197.97,403.74,265.68,59.02
Pekalongan,2022,17799.94,15848.8,1782.45,67.9,82.01,18.78
Pemalang,2022,20752.68,13970.54,6219.57,317.38,225.88,19.31
Tegal,2022,15763.75,12557.99,2489.33,658.8,31.71,25.92
Brebes,2022,21546.55,14276.73,6448.88,730.25,82.7,7.98
Kota Magelang,2022,18000.82,15222.09,1318.12,544.02,291.32,625.28
Kota Surakarta,2022,13068.69,11840.16,827.08,160.36,13.9,227.18
Kota Salatiga,2022,16202.12,13193.58,1369.28,1035.97,183.63,419.67
Kota Semarang,2022,14948.54,13628.28,1053.66,200.99,52.98,12.63
Kota Pekalongan,2022,14984.15,14284.31,648.82,0.0,0.0,51.02
Kota Tegal,2022,17924.37,14988.45,2867.86,61.79,6.27,0.0
Kulon Progo,2022,11762.84,8198.87,1659.87,989.32,584.0,330.79
Bantul,2022,13162.25,10988.56,1067.47,708.07,194.58,203.57
Gunung Kidul,2022,11349.45,7879.3,1964.78,714.59,625.75,165.03
Sleman,2022,14377.57,11955.32,931.68,1254.75,64.85,170.97
Yogyakarta,2022,11889.08,10066.28,327.15,1104.28,52.43,338.94
Pacitan,2022,7911.53,3536.69,3535.95,182.87,616.06,39.97
Ponorogo,2022,12519.92,8053.13,3376.39,69.68,829.0,191.71
Trenggalek,2022,11431.44,7539.96,2906.2,303.83,477.26,204.19
Tulungagung,2022,16017.71,12696.56,2360.62,637.12,237.56,85.85
Blitar,2022,13073.33,11288.39,1239.51,38.73,329.67,177.04
Kediri,2022,14813.51,12067.43,2363.71,62.05,290.05,30.27
Malang,2022,16151.39,13335.1,2410.92,147.92,120.03,137.42
Lumajang,2022,14762.53,10736.14,2352.53,0.0,1339.35,334.51
Jember,2022,14242.71,10315.25,1971.31,736.98,912.79,306.38
Banyuwangi,2022,18516.71,15833.16,1526.92,467.33,506.97,182.33
Bondowoso,2022,15195.67,12205.68,1609.44,31.23,1110.15,239.17
Situbondo,2022,19862.07,14414.92,4057.36,490.37,784.91,114.5
Probolinggo,2022,15729.57,11054.92,2635.89,13.9,1594.91,429.94
Pasuruan,2022,19158.88,17304.43,1609.88,81.01,163.0,0.56
Sidoarjo,2022,18814.64,16528.1,1016.59,1119.81,41.09,109.06
Mojokerto,2022,20739.34,18713.86,1761.13,136.65,99.61,28.09
Jombang,2022,19149.02,16751.02,1935.86,316.47,128.58,17.08
Nganjuk,2022,17411.48,15088.13,2016.93,130.0,64.2,112.22
Madiun,2022,14735.34,12526.36,1953.94,40.84,184.03,30.17
Magetan,2022,15591.33,13191.63,1533.4,724.18,99.3,42.82
Ngawi,2022,14887.15,12411.21,2094.38,185.59,161.71,34.25
Bojonegoro,2022,18145.86,16188.57,1622.31,60.24,202.11,72.63
Tuban,2022,21123.88,19044.58,1003.48,623.01,328.57,124.24
Lamongan,2022,22913.3,19692.18,2121.94,935.57,115.82,47.8
Gresik,2022,20061.91,19059.49,700.71,191.91,28.27,81.53
Bangkalan,2022,20625.93,17708.15,2334.41,46.15,0.0,537.22
Sampang,2022,20786.57,18981.18,1716.15,65.92,5.7,17.63
Pamekasan,2022,19603.92,18690.26,837.97,8.69,13.96,53.04
Sumenep,2022,31332.8,28820.98,1832.38,239.16,400.15,40.12
Kota Kediri,2022,14499.04,12883.48,1150.63,22.47,73.61,368.86
Kota Blitar,2022,14067.73,12743.08,790.97,173.99,154.82,204.86
Malang,2022,13924.15,11685.5,1208.68,855.09,79.92,94.95
Kota Probolinggo,2022,12338.77,9974.63,1039.66,180.63,979.18,164.67
Kota Pasuruan,2022,17286.38,15941.62,1267.09,0.0,25.4,52.28
Kota Mojokerto,2022,14044.42,13457.15,470.32,23.78,46.86,46.29
Kota Madiun,2022,12375.33,10362.07,1289.02,403.84,12.65,307.75
Kota Surabaya,2022,16035.81,14877.55,706.37,344.99,56.74,50.16
Kota Batu,2022,19090.34,16656.16,2175.09,172.48,65.43,21.18
Pandeglang,2022,28456.42,19223.49,7571.7,1642.78,0.0,18.45
Lebak,2022,37061.1,25064.1,8193.32,3656.12,107.28,40.29
Tangerang,2022,27999.06,21515.7,4729.65,1568.37,7.46,177.88
Serang,2022,32332.65,27029.8,4948.63,354.21,0.0,0.0
Kota Tangerang,2022,25050.63,20396.31,2875.1,1306.55,24.55,448.12
Kota Cilegon,2022,27356.48,20474.24,3003.63,3509.16,72.36,297.09
Kota Serang,2022,27260.59,25279.39,1586.11,281.61,111.06,2.43
Kota Tangerang Selatan,2022,20006.38,17679.42,1344.71,857.29,8.56,116.4
Jembrana,2022,15716.72,11472.67,1731.17,2322.21,136.57,54.09
Tabanan,2022,14013.76,10158.85,1295.3,2507.05,16.49,36.07
Badung,2022,12288.33,7424.92,1507.98,2957.85,73.83,323.75
Gianyar,2022,10579.84,6588.66,614.4,3085.62,72.83,218.32
Klungkung,2022,8977.81,6778.3,120.38,1684.19,293.89,101.04
Bangli,2022,10935.43,7121.34,1027.41,2756.65,28.64,1.4
Karangasem,2022,7332.32,5665.24,1160.55,399.6,56.28,50.64
Buleleng,2022,9759.07,7310.62,737.01,1628.38,58.35,24.71
Kota Denpasar,2022,10460.83,8193.73,580.9,1430.85,10.64,244.7
Lombok Barat,2022,15880.77,13055.0,697.71,771.49,1181.03,175.53
Lombok Tengah,2022,15710.86,12410.14,132.63,199.79,2512.64,455.66
Lombok Timur,2022,14064.1,9673.95,605.6,1037.86,2327.88,418.81
Sumbawa,2022,20540.97,16864.18,1669.11,1328.42,391.57,287.7
Dompu,2022,20388.12,15728.36,3079.64,1273.32,288.12,18.68
Bima,2022,20746.52,14160.08,5545.93,910.02,109.3,21.2
Sumbawa Barat,2022,21373.45,17436.61,1074.43,2504.49,247.91,110.02
Lombok Utara,2022,10022.37,6888.88,30.88,103.14,2577.68,421.79
Kota Mataram,2022,16499.23,14482.7,278.74,876.41,668.19,193.19
Kota Bima,2022,18439.83,16822.67,780.38,799.53,22.31,14.94
Sumba Barat,2022,12641.41,9416.66,1718.34,2.44,434.16,1069.81
Sumba Timur,2022,17280.44,10020.63,4642.77,332.55,348.41,1936.09
Kupang,2022,7931.35,3909.93,1806.8,241.18,194.87,1778.57
Timor Tengah Selatan,2022,9071.96,1913.79,2012.43,16.31,464.8,4664.64
Timor Tengah Utara,2022,11082.49,4363.32,4353.57,202.44,125.79,2037.38
Belu,2022,12087.73,6603.35,2030.71,845.07,297.71,2310.89
Alor,2022,12478.14,4770.37,4274.79,63.87,247.64,3121.47
Lembata,2022,11494.08,8475.82,1114.89,996.04,93.29,814.04
Flores Timur,2022,15735.24,14111.57,270.87,1034.65,125.77,192.38
Sikka,2022,10715.87,9605.59,298.37,288.37,299.07,224.48
Ende,2022,14908.31,12287.26,671.45,997.18,51.72,900.69
Ngada,2022,15310.28,11692.3,28.91,2328.77,75.82,1184.48
Manggarai,2022,13922.82,12345.77,661.4,457.21,125.31,333.13
Rote Ndao,2022,9367.55,6338.86,74.76,1039.8,961.11,953.03
Manggarai Barat,2022,15622.19,11818.03,3754.86,0.0,0.0,49.3
Sumba Tengah,2022,10853.44,6201.04,1892.21,564.85,313.95,1881.4
Sumba Barat Daya,2022,15358.82,8755.78,3467.08,264.1,325.35,2546.5
Nagekeo,2022,10379.63,8597.72,1036.79,286.0,45.94,413.18
Manggarai Timur,2022,15323.78,12991.17,556.05,675.7,411.02,689.85
Sabu Raijua,2022,13096.22,10066.09,856.17,497.0,551.03,1125.94
Malaka,2022,10888.1,5807.57,1052.06,1037.89,474.49,2516.1
Kota Kupang,2022,9544.77,8680.21,607.98,146.42,2.62,107.54
Sambas,2022,14596.87,12712.01,630.27,1177.88,28.27,48.45
Bengkayang,2022,19625.02,16817.07,865.07,1621.46,299.53,21.88
Landak,2022,18965.19,15436.25,1451.91,1658.0,340.81,78.22
Mempawah,2022,18816.8,17527.98,173.58,1013.26,101.74,0.26
Sanggau,2022,20095.16,16548.71,1585.49,1648.03,265.14,47.79
Ketapang,2022,18418.14,16143.86,2012.69,204.06,55.26,2.27
Sintang,2022,21664.62,15557.38,2888.44,2855.93,274.14,88.72
Kapuas Hulu,2022,22530.72,14072.41,2172.11,6265.85,19.94,0.4
Sekadau,2022,16938.61,15619.92,1043.45,154.98,99.87,20.4
Melawi,2022,24792.48,21531.95,1538.63,1040.1,363.7,318.1
Kayong Utara,2022,23448.5,22398.48,976.08,6.76,64.45,2.72
Kubu Raya,2022,19203.05,17055.16,1614.82,420.08,97.93,15.06
Kota Pontianak,2022,17801.1,15875.53,1082.25,345.28,0.0,498.03
Kota Singkawang,2022,19098.42,15115.53,1742.76,2141.75,91.41,6.98
Kotawaringin Barat,2022,22109.54,17529.8,730.98,3753.84,49.1,45.82
Kotawaringin Timur,2022,24819.12,22505.61,2213.31,0.0,31.79,68.41
Kapuas,2022,15765.98,14740.62,331.79,607.39,40.56,45.61
Barito Selatan,2022,20147.5,19595.11,164.51,292.24,25.27,70.37
Barito Utara,2022,26914.87,26218.11,639.98,41.64,2.33,12.82
Sukamara,2022,35454.08,31618.24,1756.0,1905.71,11.76,162.37
Lamandau,2022,31357.57,28458.56,726.19,2040.42,82.63,49.78
Seruyan,2022,31156.02,28962.79,390.08,1329.92,46.6,426.62
Katingan,2022,25410.88,24101.85,897.02,143.72,75.13,193.15
Pulang Pisau,2022,19096.09,18263.86,760.79,0.0,65.63,5.82
Gunung Mas,2022,29113.53,25723.17,3264.64,0.0,76.42,49.31
Barito Timur,2022,21473.69,19804.7,1315.73,102.26,14.59,236.4
Murung Raya,2022,18939.69,15389.74,3371.82,33.34,128.12,16.67
Kota Palangka Raya,2022,13491.15,12983.76,211.26,292.67,3.46,0.0
Tanah Laut,2022,21021.9,20433.23,355.82,136.26,18.74,77.86
Kota Baru,2022,23380.6,19313.27,1280.04,2505.94,181.3,100.05
Banjar,2022,17021.08,16235.61,541.46,144.99,0.0,99.03
Barito Kuala,2022,16160.55,15766.13,368.02,0.0,4.52,21.88
Tapin,2022,17861.87,17466.08,260.78,0.0,14.28,120.73
Hulu Sungai Selatan,2022,13264.71,12656.24,153.71,440.95,0.0,13.81
Hulu Sungai Tengah,2022,14433.57,13877.57,440.19,115.81,0.0,0.0
Hulu Sungai Utara,2022,12623.26,12186.33,396.44,0.0,0.0,40.49
Tabalong,2022,14965.81,14650.78,230.3,0.0,1.5,83.24
Tanah Bumbu,2022,20296.76,18991.53,785.55,373.1,133.78,12.8
Balangan,2022,14604.85,13559.23,896.76,148.86,0.0,0.0
Kota Banjarmasin,2022,12389.2,11085.12,679.94,306.65,0.0,317.49
Kota Banjar Baru,2022,19843.4,18304.73,62.19,931.79,37.69,506.99
Paser,2022,21375.36,19931.63,227.35,1130.24,58.33,27.81
Kutai Barat,2022,26256.03,23545.19,316.57,2385.93,0.0,8.34
Kutai Kartanegara,2022,20145.24,15572.43,1288.07,3100.36,7.4,176.99
Kutai Timur,2022,27887.72,22412.99,1707.88,3470.23,3.17,293.46
Berau,2022,23770.52,19946.25,1212.91,1496.1,254.45,860.81
Penajam Paser Utara,2022,19799.05,17351.16,521.34,1752.68,28.19,145.69
Mahakam Ulu,2022,19116.21,17505.9,33.07,1019.27,273.15,284.83
Kota Balikpapan,2022,17387.2,14970.13,481.67,1491.33,6.43,437.64
Kota Samarinda,2022,13688.12,11902.26,776.84,702.22,3.77,303.02
Kota Bontang,2022,14514.8,11547.75,206.58,2474.75,0.0,285.72
Malinau,2022,23589.87,16605.81,307.05,5187.11,223.49,1266.43
Bulungan,2022,20071.6,18404.14,193.99,1274.61,47.94,150.92
Tana Tidung,2022,20801.93,18983.71,546.79,1042.45,96.76,132.23
Nunukan,2022,22931.46,19175.18,346.17,3300.64,77.22,32.25
Kota Tarakan,2022,16748.57,12248.29,262.97,4151.47,22.54,63.31
Bolaang Mongondow,2022,22490.56,20920.62,206.82,1141.07,199.24,22.81
Minahasa,2022,16875.12,14377.21,275.85,2206.8,15.0,0.25
Kepulauan Sangihe,2022,15498.89,14747.82,330.06,245.54,164.87,10.61
Kepulauan Talaud,2022,15964.94,14303.91,91.35,1384.99,181.2,3.48
Minahasa Selatan,2022,12059.91,11268.18,451.84,259.6,80.29,0.0
Minahasa Utara,2022,13061.11,12331.27,142.18,391.04,151.22,45.4
Bolaang Mongondow Utara,2022,18667.6,14524.56,1066.41,2699.23,372.65,4.75
Siau Tagulandang Biaro,2022,14874.05,13127.36,497.89,1208.74,40.05,0.0
Minahasa Tenggara,2022,18154.07,17377.72,576.36,179.22,20.77,0.0
Bolaang Mongondow Selatan,2022,20254.58,17131.4,716.99,1679.04,610.96,116.19
Bolaang Mongondow Timur,2022,26273.71,22236.82,1319.3,2492.02,211.01,14.57
Kota Manado,2022,13244.66,10031.67,358.55,2738.8,33.9,81.75
Kota Bitung,2022,19074.67,16152.73,1446.31,1411.51,23.64,40.49
Kota Tomohon,2022,13088.45,11591.12,676.48,773.36,8.88,38.61
Kota Kotamobagu,2022,17819.97,13810.95,325.13,3559.35,116.62,7.92
Banggai Kepulauan,2022,15781.08,12055.35,1174.14,1891.7,626.98,32.91
